Tendencia;URL;Datos para la grafica
1. DB-Engines Ranking;https://db-engines.com/en/ranking;"Rank,DBMS,Database Model,Score Sep 2024,Aug 2024,Sep 2023
1,Oracle,Relational, Multi-model info,1286.59,+28.11,+45.72
2,MySQL,Relational, Multi-model info,1029.49,+2.63,-82.00
3,Microsoft SQL Server,Relational, Multi-model info,807.76,-7.41,-94.45
4,PostgreSQL,Relational, Multi-model info,644.36,+6.97,+23.61
5,MongoDB,Document, Multi-model info,410.24,-10.74,-29.18
6,Redis,Key-value, Multi-model info,149.43,-3.28,-14.26
7,Snowflake,Relational,133.72,-2.25,+12.83
8,Elasticsearch,Search engine, Multi-model info,128.79,-1.04,-10.20
9,IBM Db2,Relational, Multi-model info,123.05,+0.04,-13.67
10,SQLite,Relational,103.35,-1.44,-25.85"
